-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN
27.5,-4.5,2025,8,16.88
27.5,-3.5,2025,8,16.96
27.5,-2.5,2025,8,17.01
27.5,-1.5,2025,8,17.1
28.5,-9.5,2025,8,15.16
28.5,-8.5,2025,8,15.13
28.5,-7.5,2025,8,15.18
28.5,-6.5,2025,8,15.92
28.5,-5.5,2025,8,15.92
28.5,-4.5,2025,8,16.34
28.5,-3.5,2025,8,16.29
28.5,-2.5,2025,8,16.42
28.5,-1.5,2025,8,16.48
29.5,-9.5,2025,8,13.94
29.5,-8.5,2025,8,14.21
29.5,-7.5,2025,8,14.39
29.5,-6.5,2025,8,15.12
29.5,-5.5,2025,8,15.31
29.5,-4.5,2025,8,15.74
29.5,-3.5,2025,8,15.6
29.5,-2.5,2025,8,15.72
29.5,-1.5,2025,8,15.96
30.5,-9.5,2025,8,13.1
30.5,-8.5,2025,8,13.67
30.5,-7.5,2025,8,14.26
30.5,-6.5,2025,8,14.35
30.5,-5.5,2025,8,14.56
30.5,-4.5,2025,8,14.97
30.5,-3.5,2025,8,14.98
30.5,-2.5,2025,8,15.08
30.5,-1.5,2025,8,15.36
31.5,-9.5,2025,8,12.14
31.5,-8.5,2025,8,11.68
31.5,-7.5,2025,8,13.05
31.5,-6.5,2025,8,13.4
31.5,-5.5,2025,8,13.42
31.5,-4.5,2025,8,14.18
31.5,-3.5,2025,8,14.54
31.5,-2.5,2025,8,14.65
31.5,-1.5,2025,8,14.15
32.5,-9.5,2025,8,12.63
32.5,-8.5,2025,8,12.13
32.5,-7.5,2025,8,11.68
32.5,-6.5,2025,8,12.34
32.5,-5.5,2025,8,12.72
32.5,-4.5,2025,8,12.95
32.5,-3.5,2025,8,13.43
32.5,-2.5,2025,8,13.48
32.5,-1.5,2025,8,14.07
33.5,-9.5,2025,8,12.54
33.5,-8.5,2025,8,12.14
33.5,-7.5,2025,8,12.02
33.5,-6.5,2025,8,11.64
33.5,-5.5,2025,8,11.95
33.5,-4.5,2025,8,11.82
33.5,-3.5,2025,8,11.23
33.5,-2.5,2025,8,11.44
33.5,-1.5,2025,8,11.8
34.5,-9.5,2025,8,10.51
34.5,-8.5,2025,8,10.67
34.5,-7.5,2025,8,10.64
34.5,-6.5,2025,8,11.68
34.5,-5.5,2025,8,11.73
34.5,-4.5,2025,8,11.49
34.5,-3.5,2025,8,10.27
34.5,-2.5,2025,8,10.9
34.5,-1.5,2025,8,10.86
35.5,-9.5,2025,8,10.36
35.5,-8.5,2025,8,9.87
35.5,-7.5,2025,8,8.84
35.5,-6.5,2025,8,10.14
35.5,-5.5,2025,8,11.84
35.5,-4.5,2025,8,11.42
35.5,-3.5,2025,8,11.06
35.5,-2.5,2025,8,11.05
35.5,-1.5,2025,8,10.99
27.5,-9.5,2025,9,14.76
27.5,-8.5,2025,9,14.21
27.5,-7.5,2025,9,14.76
27.5,-6.5,2025,9,16.06
27.5,-5.5,2025,9,16.76
27.5,-4.5,2025,9,16.87
27.5,-3.5,2025,9,16.87
27.5,-2.5,2025,9,16.98
27.5,-1.5,2025,9,16.52
28.5,-9.5,2025,9,14.5
28.5,-8.5,2025,9,14.81
28.5,-7.5,2025,9,15.05
28.5,-6.5,2025,9,15.7
28.5,-5.5,2025,9,15.87
28.5,-4.5,2025,9,16.18
28.5,-3.5,2025,9,16.03
28.5,-2.5,2025,9,16.23
28.5,-1.5,2025,9,16.2
29.5,-9.5,2025,9,15.25
29.5,-8.5,2025,9,15.42
29.5,-7.5,2025,9,15.47
29.5,-6.5,2025,9,15.6
29.5,-5.5,2025,9,15.79
29.5,-4.5,2025,9,15.85
29.5,-3.5,2025,9,15.65
29.5,-2.5,2025,9,15.59
29.5,-1.5,2025,9,15.76
30.5,-9.5,2025,9,14.09
30.5,-8.5,2025,9,14.58
30.5,-7.5,2025,9,15.06
30.5,-6.5,2025,9,15.11
30.5,-5.5,2025,9,15.13
